text,text_squish,text_joined,rank,name,title,first,middle,last,suffix,first_clean,firstlast
ECONOMIC SECTION: Ellen Gavrisheff,ECONOMIC SECTION: Ellen Gavrisheff,ECONOMIC SECTION: Ellen Gavrisheff,ECONOMIC SECTION, Ellen Gavrisheff,,Ellen,,Gavrisheff,,Ellen,Ellen Gavrisheff
AMBASSADOR: Henry E. Stebbins,AMBASSADOR: Henry E. Stebbins,AMBASSADOR: Henry E. Stebbins,AMBASSADOR, Henry E. Stebbins,,Henry,E.,Stebbins,,Henry,Henry Stebbins
"DEPUTY CHIEF OF MISSION: Harry G. Barnes, Jr.","DEPUTY CHIEF OF MISSION: Harry G. Barnes, Jr.","DEPUTY CHIEF OF MISSION: Harry G. Barnes, Jr.",DEPUTY CHIEF OF MISSION," Harry G. Barnes, Jr.",,Harry,G.,Barnes,Jr.,Harry,Harry Barnes
POLITICAL SECTION: Howard E. Stone,POLITICAL SECTION: Howard E. Stone,POLITICAL SECTION: Howard E. Stone,POLITICAL SECTION, Howard E. Stone,,Howard,E.,Stone,,Howard,Howard Stone
ECONOMIC SECTION: Alexander S. C. Fuller,ECONOMIC SECTION: Alexander S. C. Fuller,ECONOMIC SECTION: Alexander S. C. Fuller,ECONOMIC SECTION, Alexander S. C. Fuller,,Alexander,S. C.,Fuller,,Alexander,Alexander Fuller
AID MISSION DIRECTOR: Joseph S. Toner,AID MISSION DIRECTOR: Joseph S. Toner,AID MISSION DIRECTOR: Joseph S. Toner,AID MISSION DIRECTOR, Joseph S. Toner,,Joseph,S.,Toner,,Joseph,Joseph Toner
DEPUTY CHIEF OF MISSION: Fisher Howe,DEPUTY CHIEF OF MISSION: Fisher Howe,DEPUTY CHIEF OF MISSION: Fisher Howe,DEPUTY CHIEF OF MISSION, Fisher Howe,,Fisher,,Howe,,Fisher,Fisher Howe
POLITICAL SECTION: Daniel L. Horowitz,POLITICAL SECTION: Daniel L. Horowitz,POLITICAL SECTION: Daniel L. Horowitz,POLITICAL SECTION, Daniel L. Horowitz,,Daniel,L.,Horowitz,,Daniel,Daniel Horowitz
ECONOMIC SECTION: Manuel Abrams,ECONOMIC SECTION: Manuel Abrams,ECONOMIC SECTION: Manuel Abrams,ECONOMIC SECTION, Manuel Abrams,,Manuel,,Abrams,,Manuel,Manuel Abrams
COMMERCIAL SECTION: R. Bernard Crowl,COMMERCIAL SECTION: R. Bernard Crowl,COMMERCIAL SECTION: R. Bernard Crowl,COMMERCIAL SECTION, R. Bernard Crowl,,R.,Bernard,Crowl,,Bernard,Bernard Crowl
AGRICULTURAL ATTACHE: Louis M. Smith,AGRICULTURAL ATTACHE: Louis M. Smith,AGRICULTURAL ATTACHE: Louis M. Smith,AGRICULTURAL ATTACHE, Louis M. Smith,,Louis,M.,Smith,,Louis,Louis Smith
CONSULATE GENERAL: Amsterdam,CONSULATE GENERAL: Amsterdam,CONSULATE GENERAL: Amsterdam,CONSULATE GENERAL, Amsterdam,,Amsterdam,,,,Amsterdam,Amsterdam 
CONSUL GENERAL: Warde M. Cameron,CONSUL GENERAL: Warde M. Cameron,CONSUL GENERAL: Warde M. Cameron,CONSUL GENERAL, Warde M. Cameron,,Warde,M.,Cameron,,Warde,Warde Cameron
CONSULATE GENERAL: Rotterdam,CONSULATE GENERAL: Rotterdam,CONSULATE GENERAL: Rotterdam,CONSULATE GENERAL, Rotterdam,,Rotterdam,,,,Rotterdam,Rotterdam 
CONSUL GENERAL: Barr V. Washburn,CONSUL GENERAL: Barr V. Washburn,CONSUL GENERAL: Barr V. Washburn,CONSUL GENERAL, Barr V. Washburn,,Barr,V.,Washburn,,Barr,Barr Washburn
CONSULATE GENERAL: Curacao,CONSULATE GENERAL: Curacao,CONSULATE GENERAL: Curacao,CONSULATE GENERAL, Curacao,,Curacao,,,,Curacao,Curacao 
CONSUL GENERAL: Harris H. Huston,CONSUL GENERAL: Harris H. Huston,CONSUL GENERAL: Harris H. Huston,CONSUL GENERAL, Harris H. Huston,,Harris,H.,Huston,,Harris,Harris Huston
ECONOMIC SECTION: G. Ryder Forbes,ECONOMIC SECTION: G. Ryder Forbes,ECONOMIC SECTION: G. Ryder Forbes,ECONOMIC SECTION, G. Ryder Forbes,,G.,Ryder,Forbes,,Ryder,Ryder Forbes
AMBASSADOR: Herbert B. Powell,AMBASSADOR: Herbert B. Powell,AMBASSADOR: Herbert B. Powell,AMBASSADOR, Herbert B. Powell,,Herbert,B.,Powell,,Herbert,Herbert Powell
DEPUTY CHIEF OF MISSION: Ruth E. Bacor,DEPUTY CHIEF OF MISSION: Ruth E. Bacor,DEPUTY CHIEF OF MISSION: Ruth E. Bacor,DEPUTY CHIEF OF MISSION, Ruth E. Bacor,,Ruth,E.,Bacor,,Ruth,Ruth Bacor
POLITICAL SECTION: Raymond A. Valliere,POLITICAL SECTION: Raymond A. Valliere,POLITICAL SECTION: Raymond A. Valliere,POLITICAL SECTION, Raymond A. Valliere,,Raymond,A.,Valliere,,Raymond,Raymond Valliere
ECONOMIC SECTION: Howard F. Newsom,ECONOMIC SECTION: Howard F. Newsom,ECONOMIC SECTION: Howard F. Newsom,ECONOMIC SECTION, Howard F. Newsom,,Howard,F.,Newsom,,Howard,Howard Newsom
COMMERCIAL SECTION: George A. Hays,COMMERCIAL SECTION: George A. Hays,COMMERCIAL SECTION: George A. Hays,COMMERCIAL SECTION, George A. Hays,,George,A.,Hays,,George,George Hays
AGRICULTURAL ATTACHE: Donald J. Novotny,AGRICULTURAL ATTACHE: Donald J. Novotny,AGRICULTURAL ATTACHE: Donald J. Novotny,AGRICULTURAL ATTACHE, Donald J. Novotny,,Donald,J.,Novotny,,Donald,Donald Novotny
AMBASSADOR: Aaron S. Brown,AMBASSADOR: Aaron S. Brown,AMBASSADOR: Aaron S. Brown,AMBASSADOR, Aaron S. Brown,,Aaron,S.,Brown,,Aaron,Aaron Brown
DEPUTY CHIEF OF MISSION: James B. Engle,DEPUTY CHIEF OF MISSION: James B. Engle,DEPUTY CHIEF OF MISSION: James B. Engle,DEPUTY CHIEF OF MISSION, James B. Engle,,James,B.,Engle,,James,James Engle
POLITICAL SECTION: Edward R. Cheney,POLITICAL SECTION: Edward R. Cheney,POLITICAL SECTION: Edward R. Cheney,POLITICAL SECTION, Edward R. Cheney,,Edward,R.,Cheney,,Edward,Edward Cheney
ECONOMIC SECTION: Lewis M. White,ECONOMIC SECTION: Lewis M. White,ECONOMIC SECTION: Lewis M. White,ECONOMIC SECTION, Lewis M. White,,Lewis,M.,White,,Lewis,Lewis White
COMMERCIAL SECTION: William E. Humphrey,COMMERCIAL SECTION: William E. Humphrey,COMMERCIAL SECTION: William E. Humphrey,COMMERCIAL SECTION, William E. Humphrey,,William,E.,Humphrey,,William,William Humphrey
AID MISSION DIRECTOR: Benjamin M. Tench,AID MISSION DIRECTOR: Benjamin M. Tench,AID MISSION DIRECTOR: Benjamin M. Tench,AID MISSION DIRECTOR, Benjamin M. Tench,,Benjamin,M.,Tench,,Benjamin,Benjamin Tench
AMBASSADOR: Robert J. Ryan,AMBASSADOR: Robert J. Ryan,AMBASSADOR: Robert J. Ryan,AMBASSADOR, Robert J. Ryan,,Robert,J.,Ryan,,Robert,Robert Ryan
DEPUTY CHIEF OF MISSION: Raymond L. Perkins,DEPUTY CHIEF OF MISSION: Raymond L. Perkins,DEPUTY CHIEF OF MISSION: Raymond L. Perkins,DEPUTY CHIEF OF MISSION, Raymond L. Perkins,,Raymond,L.,Perkins,,Raymond,Raymond Perkins
ECONOMIC SECTION: Cecil S. Richardson,ECONOMIC SECTION: Cecil S. Richardson,ECONOMIC SECTION: Cecil S. Richardson,ECONOMIC SECTION, Cecil S. Richardson,,Cecil,S.,Richardson,,Cecil,Cecil Richardson
AMBASSADOR: Elbert G. Mathews,AMBASSADOR: Elbert G. Mathews,AMBASSADOR: Elbert G. Mathews,AMBASSADOR, Elbert G. Mathews,,Elbert,G.,Mathews,,Elbert,Elbert Mathews
DEPUTY CHIEF OF MISSION: W. Kenneth Scott,DEPUTY CHIEF OF MISSION: W. Kenneth Scott,DEPUTY CHIEF OF MISSION: W. Kenneth Scott,DEPUTY CHIEF OF MISSION, W. Kenneth Scott,,W.,Kenneth,Scott,,Kenneth,Kenneth Scott
POLITICAL SECTION: Alfred E. Wellons,POLITICAL SECTION: Alfred E. Wellons,POLITICAL SECTION: Alfred E. Wellons,POLITICAL SECTION, Alfred E. Wellons,,Alfred,E.,Wellons,,Alfred,Alfred Wellons
ECONOMIC SECTION: Robert A. Brand,ECONOMIC SECTION: Robert A. Brand,ECONOMIC SECTION: Robert A. Brand,ECONOMIC SECTION, Robert A. Brand,,Robert,A.,Brand,,Robert,Robert Brand
COMMERCIAL SECTION: David Post,COMMERCIAL SECTION: David Post,COMMERCIAL SECTION: David Post,COMMERCIAL SECTION, David Post,,David,,Post,,David,David Post
AGRICULTURAL ATTACHE: Daniel E. Brady,AGRICULTURAL ATTACHE: Daniel E. Brady,AGRICULTURAL ATTACHE: Daniel E. Brady,AGRICULTURAL ATTACHE, Daniel E. Brady,,Daniel,E.,Brady,,Daniel,Daniel Brady
AID MISSION DIRECTOR: William J. Lawless,AID MISSION DIRECTOR: William J. Lawless,AID MISSION DIRECTOR: William J. Lawless,AID MISSION DIRECTOR, William J. Lawless,,William,J.,Lawless,,William,William Lawless
AMBASSADOR: Margaret J. Tibbetts,AMBASSADOR: Margaret J. Tibbetts,AMBASSADOR: Margaret J. Tibbetts,AMBASSADOR, Margaret J. Tibbetts,,Margaret,J.,Tibbetts,,Margaret,Margaret Tibbetts
DEPUTY CHIEF OF MISSION: Andreas G. Ronhovde,DEPUTY CHIEF OF MISSION: Andreas G. Ronhovde,DEPUTY CHIEF OF MISSION: Andreas G. Ronhovde,DEPUTY CHIEF OF MISSION, Andreas G. Ronhovde,,Andreas,G.,Ronhovde,,Andreas,Andreas Ronhovde
POLITICAL SECTION: Nils W. Olsson,POLITICAL SECTION: Nils W. Olsson,POLITICAL SECTION: Nils W. Olsson,POLITICAL SECTION, Nils W. Olsson,,Nils,W.,Olsson,,Nils,Nils Olsson
ECONOMIC SECTION: John E. Mellor,ECONOMIC SECTION: John E. Mellor,ECONOMIC SECTION: John E. Mellor,ECONOMIC SECTION, John E. Mellor,,John,E.,Mellor,,John,John Mellor
COMMERCIAL SECTION: Virgil M. Elliott,COMMERCIAL SECTION: Virgil M. Elliott,COMMERCIAL SECTION: Virgil M. Elliott,COMMERCIAL SECTION, Virgil M. Elliott,,Virgil,M.,Elliott,,Virgil,Virgil Elliott
AMBASSADOR: Walter P. McConaughy,AMBASSADOR: Walter P. McConaughy,AMBASSADOR: Walter P. McConaughy,AMBASSADOR, Walter P. McConaughy,,Walter,P.,McConaughy,,Walter,Walter McConaughy
POLITICAL SECTION: Richard L. Sneider,POLITICAL SECTION: Richard L. Sneider,POLITICAL SECTION: Richard L. Sneider,POLITICAL SECTION, Richard L. Sneider,,Richard,L.,Sneider,,Richard,Richard Sneider
ECONOMIC SECTION: Richard C. Breithut,ECONOMIC SECTION: Richard C. Breithut,ECONOMIC SECTION: Richard C. Breithut,ECONOMIC SECTION, Richard C. Breithut,,Richard,C.,Breithut,,Richard,Richard Breithut
COMMERCIAL SECTION: William S. Krason,COMMERCIAL SECTION: William S. Krason,COMMERCIAL SECTION: William S. Krason,COMMERCIAL SECTION, William S. Krason,,William,S.,Krason,,William,William Krason
AGRICULTURAL ATTACHE: Harry R. Varney,AGRICULTURAL ATTACHE: Harry R. Varney,AGRICULTURAL ATTACHE: Harry R. Varney,AGRICULTURAL ATTACHE, Harry R. Varney,,Harry,R.,Varney,,Harry,Harry Varney
AID MISSION DIRECTOR: Donald G. MacDonald,AID MISSION DIRECTOR: Donald G. MacDonald,AID MISSION DIRECTOR: Donald G. MacDonald,AID MISSION DIRECTOR, Donald G. MacDonald,,Donald,G.,MacDonald,,Donald,Donald MacDonald
DEPUTY CHIEF OF MISSION: William I. Cargo,DEPUTY CHIEF OF MISSION: William I. Cargo,DEPUTY CHIEF OF MISSION: William I. Cargo,DEPUTY CHIEF OF MISSION, William I. Cargo,,William,I.,Cargo,,William,William Cargo
COUNSELOR: Henry W. Spielman,COUNSELOR: Henry W. Spielman,COUNSELOR: Henry W. Spielman,COUNSELOR, Henry W. Spielman,,Henry,W.,Spielman,,Henry,Henry Spielman
ECONOMIC SECTION: Anthony C.E. Quainton,ECONOMIC SECTION: Anthony C.E. Quainton,ECONOMIC SECTION: Anthony C.E. Quainton,ECONOMIC SECTION, Anthony C.E. Quainton,,Anthony,C.E.,Quainton,,Anthony,Anthony Quainton
CONSULATE GENERAL: Dacca,CONSULATE GENERAL: Dacca,CONSULATE GENERAL: Dacca,CONSULATE GENERAL, Dacca,,Dacca,,,,Dacca,Dacca 
CONSUL GENERAL: John W. Bowling,CONSUL GENERAL: John W. Bowling,CONSUL GENERAL: John W. Bowling,CONSUL GENERAL, John W. Bowling,,John,W.,Bowling,,John,John Bowling
ECONOMIC SECTION: Paul B. Lanius,ECONOMIC SECTION: Paul B. Lanius,ECONOMIC SECTION: Paul B. Lanius,ECONOMIC SECTION, Paul B. Lanius,,Paul,B.,Lanius,,Paul,Paul Lanius
COMMERCIAL SECTION: Raymond S. Yaukey,COMMERCIAL SECTION: Raymond S. Yaukey,COMMERCIAL SECTION: Raymond S. Yaukey,COMMERCIAL SECTION, Raymond S. Yaukey,,Raymond,S.,Yaukey,,Raymond,Raymond Yaukey
CONSULATE GENERAL: Lahore,CONSULATE GENERAL: Lahore,CONSULATE GENERAL: Lahore,CONSULATE GENERAL, Lahore,,Lahore,,,,Lahore,Lahore 
CONSUL GENERAL: Lee E. Metcalfe,CONSUL GENERAL: Lee E. Metcalfe,CONSUL GENERAL: Lee E. Metcalfe,CONSUL GENERAL, Lee E. Metcalfe,,Lee,E.,Metcalfe,,Lee,Lee Metcalfe
ECONOMIC SECTION: Richard C. Scissors,ECONOMIC SECTION: Richard C. Scissors,ECONOMIC SECTION: Richard C. Scissors,ECONOMIC SECTION, Richard C. Scissors,,Richard,C.,Scissors,,Richard,Richard Scissors
DEPUTY CHIEF OF MISSION: Rufus Z. Smitn,DEPUTY CHIEF OF MISSION: Rufus Z. Smitn,DEPUTY CHIEF OF MISSION: Rufus Z. Smitn,DEPUTY CHIEF OF MISSION, Rufus Z. Smitn,,Rufus,Z.,Smitn,,Rufus,Rufus Smitn
POLITICAL SECTION: Henry L. Taylor,POLITICAL SECTION: Henry L. Taylor,POLITICAL SECTION: Henry L. Taylor,POLITICAL SECTION, Henry L. Taylor,,Henry,L.,Taylor,,Henry,Henry Taylor
ECONOMIC SECTION: John P. Rourk,ECONOMIC SECTION: John P. Rourk,ECONOMIC SECTION: John P. Rourk,ECONOMIC SECTION, John P. Rourk,,John,P.,Rourk,,John,John Rourk
COMMERCIAL SECTION: Frank A. Mau,COMMERCIAL SECTION: Frank A. Mau,COMMERCIAL SECTION: Frank A. Mau,COMMERCIAL SECTION, Frank A. Mau,,Frank,A.,Mau,,Frank,Frank Mau
AID MISSION DIRECTOR: James Megellas,AID MISSION DIRECTOR: James Megellas,AID MISSION DIRECTOR: James Megellas,AID MISSION DIRECTOR, James Megellas,,James,,Megellas,,James,James Megellas
AMBASSADOR: William P. Snow,AMBASSADOR: William P. Snow,AMBASSADOR: William P. Snow,AMBASSADOR, William P. Snow,,William,P.,Snow,,William,William Snow
DEPUTY CHIEF OF MISSION: Robert C. Brewster,DEPUTY CHIEF OF MISSION: Robert C. Brewster,DEPUTY CHIEF OF MISSION: Robert C. Brewster,DEPUTY CHIEF OF MISSION, Robert C. Brewster,,Robert,C.,Brewster,,Robert,Robert Brewster
POLITICAL SECTION: Maurice J. Gremillion,POLITICAL SECTION: Maurice J. Gremillion,POLITICAL SECTION: Maurice J. Gremillion,POLITICAL SECTION, Maurice J. Gremillion,,Maurice,J.,Gremillion,,Maurice,Maurice Gremillion
ECONOMIC SECTION: Benamin R. Moser,ECONOMIC SECTION: Benamin R. Moser,ECONOMIC SECTION: Benamin R. Moser,ECONOMIC SECTION, Benamin R. Moser,,Benamin,R.,Moser,,Benamin,Benamin Moser
COMMERCIAL SECTION: Thomas J. Rieert,COMMERCIAL SECTION: Thomas J. Rieert,COMMERCIAL SECTION: Thomas J. Rieert,COMMERCIAL SECTION, Thomas J. Rieert,,Thomas,J.,Rieert,,Thomas,Thomas Rieert
AID MISSION DIRECTOR: John P. Wiley,AID MISSION DIRECTOR: John P. Wiley,AID MISSION DIRECTOR: John P. Wiley,AID MISSION DIRECTOR, John P. Wiley,,John,P.,Wiley,,John,John Wiley
AMBASSADOR: J. Wesley Jones,AMBASSADOR: J. Wesley Jones,AMBASSADOR: J. Wesley Jones,AMBASSADOR, J. Wesley Jones,,J.,Wesley,Jones,,Wesley,Wesley Jones
DEPUTY CHIEF OF MISSION: Ernest V. Siracusa,DEPUTY CHIEF OF MISSION: Ernest V. Siracusa,DEPUTY CHIEF OF MISSION: Ernest V. Siracusa,DEPUTY CHIEF OF MISSION, Ernest V. Siracusa,,Ernest,V.,Siracusa,,Ernest,Ernest Siracusa
POLITICAL SECTION: James C. Haahr,POLITICAL SECTION: James C. Haahr,POLITICAL SECTION: James C. Haahr,POLITICAL SECTION, James C. Haahr,,James,C.,Haahr,,James,James Haahr
ECONOMIC SECTION: Sidney Schmukler,ECONOMIC SECTION: Sidney Schmukler,ECONOMIC SECTION: Sidney Schmukler,ECONOMIC SECTION, Sidney Schmukler,,Sidney,,Schmukler,,Sidney,Sidney Schmukler
COMMERCIAL SECTION: John L. Barrett,COMMERCIAL SECTION: John L. Barrett,COMMERCIAL SECTION: John L. Barrett,COMMERCIAL SECTION, John L. Barrett,,John,L.,Barrett,,John,John Barrett
AGRICULTURAL ATTACHE: Fred W. Troeqer,AGRICULTURAL ATTACHE: Fred W. Troeqer,AGRICULTURAL ATTACHE: Fred W. Troeqer,AGRICULTURAL ATTACHE, Fred W. Troeqer,,Fred,W.,Troeqer,,Fred,Fred Troeqer
AID MSSION DIRECTOR: Robert E. Culbertson,AID MSSION DIRECTOR: Robert E. Culbertson,AID MSSION DIRECTOR: Robert E. Culbertson,AID MSSION DIRECTOR, Robert E. Culbertson,,Robert,E.,Culbertson,,Robert,Robert Culbertson
"AMBASSADOR: William McC. Blair, Jr.","AMBASSADOR: William McC. Blair, Jr.","AMBASSADOR: William McC. Blair, Jr.",AMBASSADOR," William McC. Blair, Jr.",,William,McC.,Blair,Jr.,William,William Blair
DEPUTY CHIEF OF MISSION: Richard M. Service,DEPUTY CHIEF OF MISSION: Richard M. Service,DEPUTY CHIEF OF MISSION: Richard M. Service,DEPUTY CHIEF OF MISSION, Richard M. Service,,Richard,M.,Service,,Richard,Richard Service
POLITICAL SECTION: Richard E. Usher,POLITICAL SECTION: Richard E. Usher,POLITICAL SECTION: Richard E. Usher,POLITICAL SECTION, Richard E. Usher,,Richard,E.,Usher,,Richard,Richard Usher
ECONOMIC SECTION: Maurice F.W. Taylor,ECONOMIC SECTION: Maurice F.W. Taylor,ECONOMIC SECTION: Maurice F.W. Taylor,ECONOMIC SECTION, Maurice F.W. Taylor,,Maurice,F.W.,Taylor,,Maurice,Maurice Taylor
COMMERCIAL SECTION: Joseph Rand,COMMERCIAL SECTION: Joseph Rand,COMMERCIAL SECTION: Joseph Rand,COMMERCIAL SECTION, Joseph Rand,,Joseph,,Rand,,Joseph,Joseph Rand
AGRICULTURAL ATTACHE: Lee R. Paramore,AGRICULTURAL ATTACHE: Lee R. Paramore,AGRICULTURAL ATTACHE: Lee R. Paramore,AGRICULTURAL ATTACHE, Lee R. Paramore,,Lee,R.,Paramore,,Lee,Lee Paramore
AID MISSION DIRECTOR: James H. Ingersoll,AID MISSION DIRECTOR: James H. Ingersoll,AID MISSION DIRECTOR: James H. Ingersoll,AID MISSION DIRECTOR, James H. Ingersoll,,James,H.,Ingersoll,,James,James Ingersoll
AMBASSADOR: John M. Cabot,AMBASSADOR: John M. Cabot,AMBASSADOR: John M. Cabot,AMBASSADOR, John M. Cabot,,John,M.,Cabot,,John,John Cabot
"DEPUTY CHIEF OF MISSION: Albert W. Sheret, Jr.","DEPUTY CHIEF OF MISSION: Albert W. Sheret, Jr.","DEPUTY CHIEF OF MISSION: Albert W. Sheret, Jr.",DEPUTY CHIEF OF MISSION," Albert W. Sheret, Jr.",,Albert,W.,Sheret,Jr.,Albert,Albert Sheret
POLITICAL SECTION: John D. Scanlon,POLITICAL SECTION: John D. Scanlon,POLITICAL SECTION: John D. Scanlon,POLITICAL SECTION, John D. Scanlon,,John,D.,Scanlon,,John,John Scanlon
ECONOMIC SECTION: S. Douglas Martin,ECONOMIC SECTION: S. Douglas Martin,ECONOMIC SECTION: S. Douglas Martin,ECONOMIC SECTION, S. Douglas Martin,,S.,Douglas,Martin,,Douglas,Douglas Martin
AGRICULTURAL ATTACHE: Roger S. Euler,AGRICULTURAL ATTACHE: Roger S. Euler,AGRICULTURAL ATTACHE: Roger S. Euler,AGRICULTURAL ATTACHE, Roger S. Euler,,Roger,S.,Euler,,Roger,Roger Euler
"AMBASSADOR: George W. Anderson, Jr.","AMBASSADOR: George W. Anderson, Jr.","AMBASSADOR: George W. Anderson, Jr.",AMBASSADOR," George W. Anderson, Jr.",,George,W.,Anderson,Jr.,George,George Anderson
DEPUTY CHIEF OF MISSION: William L. Blue,DEPUTY CHIEF OF MISSION: William L. Blue,DEPUTY CHIEF OF MISSION: William L. Blue,DEPUTY CHIEF OF MISSION, William L. Blue,,William,L.,Blue,,William,William Blue
POLITICAL SECTION: Frank J. Devine,POLITICAL SECTION: Frank J. Devine,POLITICAL SECTION: Frank J. Devine,POLITICAL SECTION, Frank J. Devine,,Frank,J.,Devine,,Frank,Frank Devine
ECONOMIC SECTION: John F. Buckle,ECONOMIC SECTION: John F. Buckle,ECONOMIC SECTION: John F. Buckle,ECONOMIC SECTION, John F. Buckle,,John,F.,Buckle,,John,John Buckle
COMMERCIAL SECTION: Robert W. Wagner,COMMERCIAL SECTION: Robert W. Wagner,COMMERCIAL SECTION: Robert W. Wagner,COMMERCIAL SECTION, Robert W. Wagner,,Robert,W.,Wagner,,Robert,Robert Wagner
AGRICULTURAL ATTACHE: Larry F. Thomasson,AGRICULTURAL ATTACHE: Larry F. Thomasson,AGRICULTURAL ATTACHE: Larry F. Thomasson,AGRICULTURAL ATTACHE, Larry F. Thomasson,,Larry,F.,Thomasson,,Larry,Larry Thomasson
AMBASSADOR: William A. Crawford,AMBASSADOR: William A. Crawford,AMBASSADOR: William A. Crawford,AMBASSADOR, William A. Crawford,,William,A.,Crawford,,William,William Crawford
DEPUTY CHIEF OF MISSION: John P. Shaw,DEPUTY CHIEF OF MISSION: John P. Shaw,DEPUTY CHIEF OF MISSION: John P. Shaw,DEPUTY CHIEF OF MISSION, John P. Shaw,,John,P.,Shaw,,John,John Shaw
POLITICAL SECTION: William A. Bell,POLITICAL SECTION: William A. Bell,POLITICAL SECTION: William A. Bell,POLITICAL SECTION, William A. Bell,,William,A.,Bell,,William,William Bell
ECONOMIC SECTION: Jack M. Carle,ECONOMIC SECTION: Jack M. Carle,ECONOMIC SECTION: Jack M. Carle,ECONOMIC SECTION, Jack M. Carle,,Jack,M.,Carle,,Jack,Jack Carle
AMBASSADOR: Charles D. Withers,AMBASSADOR: Charles D. Withers,AMBASSADOR: Charles D. Withers,AMBASSADOR, Charles D. Withers,,Charles,D.,Withers,,Charles,Charles Withers
DEPUTY CHIEF OF MISSION: William N. Harben,DEPUTY CHIEF OF MISSION: William N. Harben,DEPUTY CHIEF OF MISSION: William N. Harben,DEPUTY CHIEF OF MISSION, William N. Harben,,William,N.,Harben,,William,William Harben
AMBASSADOR: Parker T. Hart,AMBASSADOR: Parker T. Hart,AMBASSADOR: Parker T. Hart,AMBASSADOR, Parker T. Hart,,Parker,T.,Hart,,Parker,Parker Hart
DEPUTY CHIEF OF MISSION: Nicholas G. Thacher,DEPUTY CHIEF OF MISSION: Nicholas G. Thacher,DEPUTY CHIEF OF MISSION: Nicholas G. Thacher,DEPUTY CHIEF OF MISSION, Nicholas G. Thacher,,Nicholas,G.,Thacher,,Nicholas,Nicholas Thacher
POLITICAL SECTION: Richard W. Murphy,POLITICAL SECTION: Richard W. Murphy,POLITICAL SECTION: Richard W. Murphy,POLITICAL SECTION, Richard W. Murphy,,Richard,W.,Murphy,,Richard,Richard Murphy
"ECONOMIC SECTION: Slator C. Blackiston, Jr.","ECONOMIC SECTION: Slator C. Blackiston, Jr.","ECONOMIC SECTION: Slator C. Blackiston, Jr.",ECONOMIC SECTION," Slator C. Blackiston, Jr.",,Slator,C.,Blackiston,Jr.,Slator,Slator Blackiston
CONSULATE GENERAL: Dhahran,CONSULATE GENERAL: Dhahran,CONSULATE GENERAL: Dhahran,CONSULATE GENERAL, Dhahran,,Dhahran,,,,Dhahran,Dhahran 
CONSUL GENERAL: Arthur B. Allen,CONSUL GENERAL: Arthur B. Allen,CONSUL GENERAL: Arthur B. Allen,CONSUL GENERAL, Arthur B. Allen,,Arthur,B.,Allen,,Arthur,Arthur Allen
ECONOMIC SECTION: Eugene H. Bird,ECONOMIC SECTION: Eugene H. Bird,ECONOMIC SECTION: Eugene H. Bird,ECONOMIC SECTION, Eugene H. Bird,,Eugene,H.,Bird,,Eugene,Eugene Bird
"COMMERCIAL SECTION: Thomas J. Carolan, Jr.","COMMERCIAL SECTION: Thomas J. Carolan, Jr.","COMMERCIAL SECTION: Thomas J. Carolan, Jr.",COMMERCIAL SECTION," Thomas J. Carolan, Jr.",,Thomas,J.,Carolan,Jr.,Thomas,Thomas Carolan
AMBASSADOR: Mercer Cook,AMBASSADOR: Mercer Cook,AMBASSADOR: Mercer Cook,AMBASSADOR, Mercer Cook,,Mercer,,Cook,,Mercer,Mercer Cook
DEPUTY CHIEF OF MISSION: John A. McKesson,DEPUTY CHIEF OF MISSION: John A. McKesson,DEPUTY CHIEF OF MISSION: John A. McKesson,DEPUTY CHIEF OF MISSION, John A. McKesson,,John,A.,McKesson,,John,John McKesson
POLITICAL SECTION: Donald B. Easum,POLITICAL SECTION: Donald B. Easum,POLITICAL SECTION: Donald B. Easum,POLITICAL SECTION, Donald B. Easum,,Donald,B.,Easum,,Donald,Donald Easum
ECONOMIC SECTION: Charles C. Adams,ECONOMIC SECTION: Charles C. Adams,ECONOMIC SECTION: Charles C. Adams,ECONOMIC SECTION, Charles C. Adams,,Charles,C.,Adams,,Charles,Charles Adams
AMBASSADOR: Andrew V. Corry,AMBASSADOR: Andrew V. Corry,AMBASSADOR: Andrew V. Corry,AMBASSADOR, Andrew V. Corry,,Andrew,V.,Corry,,Andrew,Andrew Corry
DEPUTY CHIEF OF MISSION: Donald S. Spigle,DEPUTY CHIEF OF MISSION: Donald S. Spigle,DEPUTY CHIEF OF MISSION: Donald S. Spigle,DEPUTY CHIEF OF MISSION, Donald S. Spigle,,Donald,S.,Spigle,,Donald,Donald Spigle
POLITICAL SECTION: Robert H. Lupton,POLITICAL SECTION: Robert H. Lupton,POLITICAL SECTION: Robert H. Lupton,POLITICAL SECTION, Robert H. Lupton,,Robert,H.,Lupton,,Robert,Robert Lupton
ECONOMIC SECTION: Guido C. Fenzi,ECONOMIC SECTION: Guido C. Fenzi,ECONOMIC SECTION: Guido C. Fenzi,ECONOMIC SECTION, Guido C. Fenzi,,Guido,C.,Fenzi,,Guido,Guido Fenzi
"AMBASSADOR: Horace G. Torbert, Jr.","AMBASSADOR: Horace G. Torbert, Jr.","AMBASSADOR: Horace G. Torbert, Jr.",AMBASSADOR," Horace G. Torbert, Jr.",,Horace,G.,Torbert,Jr.,Horace,Horace Torbert
