year,rank,name,first_clean,middle,last,firstlast
1965,COMMERCIAL SECTION, James S. Lanigan,James,S.,Lanigan,James Lanigan
1965,AGRICULTURAL ATTACHE, John H. Boulware,John,H.,Boulware,John Boulware
1965,AID MISSION DIRECTOR, John P. Lewis,John,P.,Lewis,John Lewis
1965,CONSULATE GENERAL, Bombay,Bombay,,,Bombay 
1965,CONSUL GENERAL, Milton C. Rewinkel,Milton,C.,Rewinkel,Milton Rewinkel
1965,ECONOMIC SECTION, Jack C. Miklos,Jack,C.,Miklos,Jack Miklos
1965,COMMERCIAL SECTION, William J. Drew,William,J.,Drew,William Drew
1965,AGRICULTURAL OFFICER, Robert B. Evans,Robert,B.,Evans,Robert Evans
1965,CONSULATE GENERAL, Calcutta,Calcutta,,,Calcutta 
1965,CONSUL GENERAL, William K. Hitchcock,William,K.,Hitchcock,William Hitchcock
1965,ECONOMIC SECTION," Alfred L. Atherton, Jr.",Alfred,L.,Atherton,Alfred Atherton
1965,COMMERCIAL SECTION, Joseph C. Wilson,Joseph,C.,Wilson,Joseph Wilson
1965,CONSULATE GENERAL, Madras,Madras,,,Madras 
1965,CONSUL GENERAL, Albert B. Franklin,Albert,B.,Franklin,Albert Franklin
1965,ECONOMIC SECTION, William C. Nenno,William,C.,Nenno,William Nenno
1965,COMMERCIAL SECTION, Richard N. Viets,Richard,N.,Viets,Richard Viets
1965,AMBASSADOR, Howard P. Jones,Howard,P.,Jones,Howard Jones
1965,DEPUTY CHIEF OF MISSION, Francis J. Galbraith,Francis,J.,Galbraith,Francis Galbraith
1965,POLITICAL SECTION, Edward C. Masters,Edward,C.,Masters,Edward Masters
1965,ECONOMIC SECTION, Perry Ellis,Perry,,Ellis,Perry Ellis
1965,COMMERCIAL SECTION, Paul D. McCusker,Paul,D.,McCusker,Paul McCusker
1965,AGRICULTURAL ATTACHE, Carl 0. Winberg,Carl,0.,Winberg,Carl Winberg
1965,AID MISSION DIRECTOR, J. Howard Edwards,Howard,Howard,Edwards,Howard Edwards
1965,AMBASSADOR, Julius C. Holmes,Julius,C.,Holmes,Julius Holmes
1965,DEPUTY CHIEF OF MISSION, Stuart W. Rockwell,Stuart,W.,Rockwell,Stuart Rockwell
1965,POLITICAL SECTION, Martin F. Herz,Martin,F.,Herz,Martin Herz
1965,ECONOMIC SECTION, James W. Swihart,James,W.,Swihart,James Swihart
1965,COMMERICAL SECTION, John K. Hagemann,John,K.,Hagemann,John Hagemann
1965,AGRICULTURAL ATTACHE, Tilmer O. Engerbretson,Tilmer,O.,Engerbretson,Tilmer Engerbretson
1965,AID MISSION DIRECTOR, Howard L. Parsons,Howard,L.,Parsons,Howard Parsons
1965,AMBASSADOR, Robert C. Strong,Robert,C.,Strong,Robert Strong
1965,DEPUTY CHIEF OF MISSION," J. Wesley Adams, Jr.",Wesley,Wesley,Adams,Wesley Adams
1965,POLITICAL SECTION, James E. Akins,James,E.,Akins,James Akins
1965,ECONOMIC SECTION, Rupert Prohme,Rupert,,Prohme,Rupert Prohme
1965,COMMERCIAL SECTION, Joe Lill,Joe,,Lill,Joe Lill
1965,DEPUTY CHIEF OF MISSION, Robert P. Chalker,Robert,P.,Chalker,Robert Chalker
1965,POLITICAL SECTION, Irving G. Cheslaw,Irving,G.,Cheslaw,Irving Cheslaw
1965,ECONOMIC SECTION, Edward R. O'Connor,Edward,R.,O'Connor,Edward O'Connor
1965,AGRICULTURAL ATTACHE, Charalambos S. Stephanides,Charalambos,S.,Stephanides,Charalambos Stephanides
1965,AMBASSADOR, Walworth Barbour,Walworth,,Barbour,Walworth Barbour
1965,DEPUTY CHIEF OF MISSION, William N. Dale,William,N.,Dale,William Dale
1965,POLITICAL SECTION," Stephen E. Palmer, Jr.",Stephen,E.,Palmer,Stephen Palmer
1965,ECONOMIC SECTION, William M. Kerrigan,William,M.,Kerrigan,William Kerrigan
1965,AGRICULTURAL ATTACHE, Voldrus H. Hougen,Voldrus,H.,Hougen,Voldrus Hougen
1965,AMBASSADOR, G. Frederick Reinhardt,Frederick,Frederick,Reinhardt,Frederick Reinhardt
1965,DEPUTY CHIEF OF MISSION," Francis E. Meloy, Jr.",Francis,E.,Meloy,Francis Meloy
1965,POLITICAL SECTION, William N. Fraleigh,William,N.,Fraleigh,William Fraleigh
1965,ECONOMIC SECTION, Sydney L. W. Mellen,Sydney,L. W.,Mellen,Sydney Mellen
1965,COMMERCIAL SECTION, Theodore J. Hadraba,Theodore,J.,Hadraba,Theodore Hadraba
1965,AGRICULTURAL ATTACHE, Robert C. Tetro,Robert,C.,Tetro,Robert Tetro
1965,CONSULATE GENERAL, Genoa,Genoa,,,Genoa 
1965,CONSUL GENERAL, Millan L. Egert,Millan,L.,Egert,Millan Egert
1965,ECONOMIC SECTION, Charles H. Pletcher,Charles,H.,Pletcher,Charles Pletcher
1965,CONSULATE GENERAL, Milan,Milan,,,Milan 
1965,CONSUL GENERAL, Earl T. Crain,Earl,T.,Crain,Earl Crain
1965,ECONOMIC SECTION," C. Melvin Sonne, Jr.",Melvin,Melvin,Sonne,Melvin Sonne
1965,COMMERCIAL SECTION, Amaldo Berenguer,Amaldo,,Berenguer,Amaldo Berenguer
1965,US TRADE CENTER, Martin Stahl,Martin,,Stahl,Martin Stahl
1965,CONSULATE GENERAL, Naples,Naples,,,Naples 
1965,CONSUL GENERAL," Homer M. Byington, Jr.",Homer,M.,Byington,Homer Byington
1965,DEPUTY PRINCIPAL OFFICER, Alfred P. Dennis,Alfred,P.,Dennis,Alfred Dennis
1965,CONSULATE GENERAL, Palermo,Palermo,,,Palermo 
1965,CONSUL GENERAL, John Ordway,John,,Ordway,John Ordway
1965,ECONOMIC SECTION, Charles R. Stout,Charles,R.,Stout,Charles Stout
1965,AMBASSADOR, James Wine,James,,Wine,James Wine
1965,DEPUTY CHIEF OF MISSION, Leslie L. Rood,Leslie,L.,Rood,Leslie Rood
1965,POLITICAL SECTION, William B. Young,William,B.,Young,William Young
1965,ECONOMIC SECTION, Robert B. Oakley,Robert,B.,Oakley,Robert Oakley
1965,COMMERCIAL SECTION, G. Michael Bache,Michael,Michael,Bache,Michael Bache
1965,DEPUTY CHIEF OF MISSION, Boris H. Klosson,Boris,H.,Klosson,Boris Klosson
1965,POLITICAL SECTION, William B. Grant,William,B.,Grant,William Grant
1965,ECONOMIC SECTION, Robert E. Rosselot,Robert,E.,Rosselot,Robert Rosselot
1965,COMMERCIAL SECTION, Thomas J. Scanlon,Thomas,J.,Scanlon,Thomas Scanlon
1965,AMBASSADOR, Edwin O. Reischauer,Edwin,O.,Reischauer,Edwin Reischauer
1965,DEPUTY CHIEF OF MISSION, John K. Emmerson,John,K.,Emmerson,John Emmerson
1965,POLITICAL SECTION," J. Owen Zurhellen, Jr.",Owen,Owen,Zurhellen,Owen Zurhellen
1965,ECONOMIC SECTION, Lawrence C. Vass,Lawrence,C.,Vass,Lawrence Vass
1965,COMMERCIAL SECTION," Carney G. Laslie, Jr.",Carney,G.,Laslie,Carney Laslie
1965,AGRICULTURAL ATTACHE, Joseph C. Dodson,Joseph,C.,Dodson,Joseph Dodson
1965,CONSULATE GENERAL, Kobe.Osako,Kobe.Osako,,,Kobe.Osako 
1965,CONSUL GENERAL, John L. Stegmaier,John,L.,Stegmaier,John Stegmaier
1965,ECONOMIC SECTION, Philip E. Haring,Philip,E.,Haring,Philip Haring
1965,COMMERCIAL SECTION, Raymond W. Eiselt,Raymond,W.,Eiselt,Raymond Eiselt
1965,CONSULATE GENERAL, Jerusalem,Jerusalem,,,Jerusalem 
1965,CONSUL GENERAL, Evan M. Wilson,Evan,M.,Wilson,Evan Wilson
1965,ECONOMIC SECTION, Joyce R. Hermann,Joyce,R.,Hermann,Joyce Hermann
1965,AMBASSADOR, Robert G. Barnes,Robert,G.,Barnes,Robert Barnes
1965,DEPUTY CHIEF OF MISSION, Geoffrey W. Lewis,Geoffrey,W.,Lewis,Geoffrey Lewis
1965,POLITICAL SECTION, Gabriel J. Paolozzi,Gabriel,J.,Paolozzi,Gabriel Paolozzi
1965,ECONOMIC SECTION, Donald B. Calder,Donald,B.,Calder,Donald Calder
1965,AGRICULTURAL ATTACHE, Donald L. MacDonald,Donald,L.,MacDonald,Donald MacDonald
1965,AID MISSION DIRECTOR, Russell S. McClure,Russell,S.,McClure,Russell McClure
1965,AMBASSADOR, William Attwood,William,,Attwood,William Attwood
1965,DEPUTY CHIEF OF MISSION, James R. Ruchti,James,R.,Ruchti,James Ruchti
1965,POLITICAL SECTION, Philip A. Heller,Philip,A.,Heller,Philip Heller
1965,ECONOMIC SECTION, Morris Dembo,Morris,,Dembo,Morris Dembo
1965,COMMERCIAL SECTION," Robert L. Ware, Jr.",Robert,L.,Ware,Robert Ware
1965,AGRICULTURAL ATTACHE, William R. Hatch,William,R.,Hatch,William Hatch
1965,AID MISSION DIRECTOR," William C. Wild, Jr.",William,C.,Wild,William Wild
1965,AMBASSADOR, Winthrop G. Brown,Winthrop,G.,Brown,Winthrop Brown
1965,DEPUTY CHIEF OF MISSION, Edward W. Doherty,Edward,W.,Doherty,Edward Doherty
1965,POLITICAL SECTION, Philip C. Habib,Philip,C.,Habib,Philip Habib
1965,ECONOMIC SECTION, Floyd L. Whittington,Floyd,L.,Whittington,Floyd Whittington
1965,COMMERCIAL SECTION, G.E. Robert Meyer,Robert,Robert,Meyer,Robert Meyer
1965,AID MISSION DIRECTOR, Joel Bernstein,Joel,,Bernstein,Joel Bernstein
1965,AMBASSADOR, Howard R. Cottam,Howard,R.,Cottam,Howard Cottam
1965,DEPUTY CHIEF OF MISSION," John N. Gatch, Jr.",John,N.,Gatch,John Gatch
1965,ECONOMIC SECTION, Joseph W. Twinam,Joseph,W.,Twinam,Joseph Twinam
1965,AMBASSADOR, William H. Sullivan,William,H.,Sullivan,William Sullivan
1965,DEPUTY CHIEF OF MISSION, Emory C. SwanK,Emory,C.,SwanK,Emory SwanK
1965,POLITICAL SECTION, William A. Chapin,William,A.,Chapin,William Chapin
1965,ECONOMIC SECTION, Edward J. Thrasher,Edward,J.,Thrasher,Edward Thrasher
1965,AMBASSADOR, Armin H. Meyer,Armin,H.,Meyer,Armin Meyer
1965,DEPUTY CHIEF OF MISSION, Adrian T. Middleton,Adrian,T.,Middleton,Adrian Middleton
1965,POLITICAL SECTION, Dayton S. Mak,Dayton,S.,Mak,Dayton Mak
1965,ECONOMIC SECTION, Leslie C. Tihany,Leslie,C.,Tihany,Leslie Tihany
1965,COMMERCIAL SECTION, John C. Weisert,John,C.,Weisert,John Weisert
1965,AMBASSADOR, Ben H. Brown,Ben,H.,Brown,Ben Brown
1965,DEPUTY CHIEF OF MISSION, Russell L. Riley,Russell,L.,Riley,Russell Riley
1965,POLITICAL SECTION, E. Jan Nadelman,Jan,Jan,Nadelman,Jan Nadelman
1965,ECONOMIC SECTION, Vernon L. Merrill,Vernon,L.,Merrill,Vernon Merrill
1965,COMMERCIAL SECTION, Nancy V. Rawls,Nancy,V.,Rawls,Nancy Rawls
1965,AID MISSION DIRECTOR, Robert H. Nooter,Robert,H.,Nooter,Robert Nooter
1965,AMBASSADOR," E. Allan Lightner, Jr.",Allan,Allan,Lightner,Allan Lightner
1965,DEPUTY CHIEF OF MISSION, Hermann F. Eilts,Hermann,F.,Eilts,Hermann Eilts
1965,POLITICAL SECTION, James A. May,James,A.,May,James May
1965,ECONOMIC SECTION, Henry K. Heuser,Henry,K.,Heuser,Henry Heuser
1965,COMMERCIAL SECTION, Nicholas S. Lakas,Nicholas,S.,Lakas,Nicholas Lakas
1965,AMBASSADOR, William R. Rivkin,William,R.,Rivkin,William Rivkin
1965,DEPUTY CHIEF OF MISSION, Joseph H. Cunningham,Joseph,H.,Cunningham,Joseph Cunningham
1965,POLITICAL SECTION, Oliver M. Silsby,Oliver,M.,Silsby,Oliver Silsby
1965,ECONOMIC SECTION, Thomas D. Boyatt,Thomas,D.,Boyatt,Thomas Boyatt
1965,AMBASSADOR, C. Vaughan Ferguson Jr.,Vaughan,Vaughan,Ferguson,Vaughan Ferguson
1965,DEPUTY CHIEF OF MISSION, Robert Eisenberg,Robert,,Eisenberg,Robert Eisenberg
1965,POLITICAL SECTION, James P. Sullivan,James,P.,Sullivan,James Sullivan
1965,ECONOMIC SECTION, Philip B. Bergfield,Philip,B.,Bergfield,Philip Bergfield
1965,AMBASSADOR, Sam P. Gilstrap,Sam,P.,Gilstrap,Sam Gilstrap
1965,ECONOMIC SECTION, Alvin T. Slemons,Alvin,T.,Slemons,Alvin Slemons
1965,AMBASSADOR, James D. Bell,James,D.,Bell,James Bell
1965,DEPUTY CHIEF OF MISSION, Donald B. McCue,Donald,B.,McCue,Donald McCue
1965,POLITICAL SECTION, Robert W. Moore,Robert,W.,Moore,Robert Moore
1965,ECONOMIC SECTION, Kenneth W. Martindale,Kenneth,W.,Martindale,Kenneth Martindale
1965,COMMERCIAL SECTION, Cornelis J. H. Goinga,Cornelis,J. H.,Goinga,Cornelis Goinga
1965,AGRICULTURAL ATTACHE, Larry F. Diehl,Larry,F.,Diehl,Larry Diehl
1965,CONSUL GENERAL, John A. Lacey,John,A.,Lacey,John Lacey
1965,DEPUTY PRINCIPAL OFFICER, William B. Kelly,William,B.,Kelly,William Kelly
1965,ECONOMIC SECTION," Albert K. Ludy, Jr.",Albert,K.,Ludy,Albert Ludy
1965,COMMERCIAL SECTION, Robert A. Brown,Robert,A.,Brown,Robert Brown
1965,DEPUTY CHIEF OF MISSION, Bayard L. King,Bayard,L.,King,Bayard King
1965,POLITICAL SECTION, Robert A. Remole,Robert,A.,Remole,Robert Remole
1965,ECONOMIC SECTION, Clair E. George,Clair,E.,George,Clair George
1965,POLITICAL SECTION, Robert J. Allen,Robert,J.,Allen,Robert Allen
1965,AMBASSADOR, Fulton Freeman,Fulton,,Freeman,Fulton Freeman
1965,DEPUTY CHIEF OF MISSION, Clarence A. Boonstra,Clarence,A.,Boonstra,Clarence Boonstra
1965,POLITICAL SECTION, Wallace N. Stuart,Wallace,N.,Stuart,Wallace Stuart
1965,COMMERCIAL SECTION, Douglass K. Ballentine,Douglass,K.,Ballentine,Douglass Ballentine
1965,AGRICULTURAL ATTACHE, Henry Hopp,Henry,,Hopp,Henry Hopp
1965,CONSULATE GENERAL, Guadalajara,Guadalajara,,,Guadalajara 
1965,CONSUL GENERAL, Thomas H. Linthicum,Thomas,H.,Linthicum,Thomas Linthicum
1965,DEPUTY PRINCIPAL OFFICER, Walter E. Kneeland,Walter,E.,Kneeland,Walter Kneeland
1965,CONSULATE GENERAL, Monterrey,Monterrey,,,Monterrey 
1965,CONSUL GENERAL, Richard A. Johnson,Richard,A.,Johnson,Richard Johnson
1965,COMMERCIAL SECTION, Wesley D. Boles,Wesley,D.,Boles,Wesley Boles
1965,CONSULATE GENERAL, Tijuana,Tijuana,,,Tijuana 
1965,CONSUL GENERAL, John F. Killea,John,F.,Killea,John Killea
1965,DEPUTY PRINCIPAL OFFICER, Alfred Schelp,Alfred,,Schelp,Alfred Schelp
1965,DEPUTY CHIEF OF MISSION, Lewis D. Brown,Lewis,D.,Brown,Lewis Brown
1965,POLITICAL SECTION," William R. Crawford, Jr.",William,R.,Crawford,William Crawford
1965,ECONOMIC SECTION, Edward A. Dow,Edward,A.,Dow,Edward Dow
1965,AGRICULTURAL ATTACHE, W. Gordon Loveless,Gordon,Gordon,Loveless,Gordon Loveless
1965,AID MISSION DIRECTOR," Garrettson Dulin, Jr.",Garrettson,,Dulin,Garrettson Dulin
1965,CONSULATE GENERAL, Casablanca,Casablanca,,,Casablanca 
1965,CONSUL GENERAL, James F. Green,James,F.,Green,James Green
1965,COMMERCIAL SECTION, Marcel van Essen,Marcel,,van Essen,Marcel van Essen
1965,CONSULATE GENERAL, Lourenco Marques,Lourenco,,Marques,Lourenco Marques
1965,DEPUTY PRINCIPAL OFFICER, J. Alfred La Freniere,Alfred,Alfred,La Freniere,Alfred La Freniere
1965,ECONOMIC SECTION, Ellen Gavrisheff,Ellen,,Gavrisheff,Ellen Gavrisheff
1965,AMBASSADOR, Henry E. Stebbins,Henry,E.,Stebbins,Henry Stebbins
1965,DEPUTY CHIEF OF MISSION," Harry G. Barnes, Jr.",Harry,G.,Barnes,Harry Barnes
1965,POLITICAL SECTION, Howard E. Stone,Howard,E.,Stone,Howard Stone
1965,ECONOMIC SECTION, Alexander S. C. Fuller,Alexander,S. C.,Fuller,Alexander Fuller
1965,AID MISSION DIRECTOR, Joseph S. Toner,Joseph,S.,Toner,Joseph Toner
1965,DEPUTY CHIEF OF MISSION, Fisher Howe,Fisher,,Howe,Fisher Howe
1965,POLITICAL SECTION, Daniel L. Horowitz,Daniel,L.,Horowitz,Daniel Horowitz
1965,ECONOMIC SECTION, Manuel Abrams,Manuel,,Abrams,Manuel Abrams
1965,COMMERCIAL SECTION, R. Bernard Crowl,Bernard,Bernard,Crowl,Bernard Crowl
1965,AGRICULTURAL ATTACHE, Louis M. Smith,Louis,M.,Smith,Louis Smith
1965,CONSULATE GENERAL, Amsterdam,Amsterdam,,,Amsterdam 
1965,CONSUL GENERAL, Warde M. Cameron,Warde,M.,Cameron,Warde Cameron
1965,CONSULATE GENERAL, Rotterdam,Rotterdam,,,Rotterdam 
1965,CONSUL GENERAL, Barr V. Washburn,Barr,V.,Washburn,Barr Washburn
1965,CONSULATE GENERAL, Curacao,Curacao,,,Curacao 
1965,CONSUL GENERAL, Harris H. Huston,Harris,H.,Huston,Harris Huston
1965,ECONOMIC SECTION, G. Ryder Forbes,Ryder,Ryder,Forbes,Ryder Forbes
1965,AMBASSADOR, Herbert B. Powell,Herbert,B.,Powell,Herbert Powell
1965,DEPUTY CHIEF OF MISSION, Ruth E. Bacor,Ruth,E.,Bacor,Ruth Bacor
1965,POLITICAL SECTION, Raymond A. Valliere,Raymond,A.,Valliere,Raymond Valliere
1965,ECONOMIC SECTION, Howard F. Newsom,Howard,F.,Newsom,Howard Newsom
1965,COMMERCIAL SECTION, George A. Hays,George,A.,Hays,George Hays
1965,AGRICULTURAL ATTACHE, Donald J. Novotny,Donald,J.,Novotny,Donald Novotny
1965,AMBASSADOR, Aaron S. Brown,Aaron,S.,Brown,Aaron Brown
1965,DEPUTY CHIEF OF MISSION, James B. Engle,James,B.,Engle,James Engle
1965,POLITICAL SECTION, Edward R. Cheney,Edward,R.,Cheney,Edward Cheney
1965,ECONOMIC SECTION, Lewis M. White,Lewis,M.,White,Lewis White
1965,COMMERCIAL SECTION, William E. Humphrey,William,E.,Humphrey,William Humphrey
1965,AID MISSION DIRECTOR, Benjamin M. Tench,Benjamin,M.,Tench,Benjamin Tench
1965,AMBASSADOR, Robert J. Ryan,Robert,J.,Ryan,Robert Ryan
1965,DEPUTY CHIEF OF MISSION, Raymond L. Perkins,Raymond,L.,Perkins,Raymond Perkins
1965,ECONOMIC SECTION, Cecil S. Richardson,Cecil,S.,Richardson,Cecil Richardson
1965,AMBASSADOR, Elbert G. Mathews,Elbert,G.,Mathews,Elbert Mathews
1965,DEPUTY CHIEF OF MISSION, W. Kenneth Scott,Kenneth,Kenneth,Scott,Kenneth Scott
1965,POLITICAL SECTION, Alfred E. Wellons,Alfred,E.,Wellons,Alfred Wellons
1965,ECONOMIC SECTION, Robert A. Brand,Robert,A.,Brand,Robert Brand
1965,COMMERCIAL SECTION, David Post,David,,Post,David Post
1965,AGRICULTURAL ATTACHE, Daniel E. Brady,Daniel,E.,Brady,Daniel Brady
1965,AID MISSION DIRECTOR, William J. Lawless,William,J.,Lawless,William Lawless
1965,AMBASSADOR, Margaret J. Tibbetts,Margaret,J.,Tibbetts,Margaret Tibbetts
1965,DEPUTY CHIEF OF MISSION, Andreas G. Ronhovde,Andreas,G.,Ronhovde,Andreas Ronhovde
1965,POLITICAL SECTION, Nils W. Olsson,Nils,W.,Olsson,Nils Olsson
1965,ECONOMIC SECTION, John E. Mellor,John,E.,Mellor,John Mellor
1965,COMMERCIAL SECTION, Virgil M. Elliott,Virgil,M.,Elliott,Virgil Elliott
1965,AMBASSADOR, Walter P. McConaughy,Walter,P.,McConaughy,Walter McConaughy
1965,POLITICAL SECTION, Richard L. Sneider,Richard,L.,Sneider,Richard Sneider
1965,ECONOMIC SECTION, Richard C. Breithut,Richard,C.,Breithut,Richard Breithut
1965,COMMERCIAL SECTION, William S. Krason,William,S.,Krason,William Krason
1965,AGRICULTURAL ATTACHE, Harry R. Varney,Harry,R.,Varney,Harry Varney
1965,AID MISSION DIRECTOR, Donald G. MacDonald,Donald,G.,MacDonald,Donald MacDonald
1965,DEPUTY CHIEF OF MISSION, William I. Cargo,William,I.,Cargo,William Cargo
1965,COUNSELOR, Henry W. Spielman,Henry,W.,Spielman,Henry Spielman
1965,ECONOMIC SECTION, Anthony C.E. Quainton,Anthony,C.E.,Quainton,Anthony Quainton
1965,CONSULATE GENERAL, Dacca,Dacca,,,Dacca 
1965,CONSUL GENERAL, John W. Bowling,John,W.,Bowling,John Bowling
1965,ECONOMIC SECTION, Paul B. Lanius,Paul,B.,Lanius,Paul Lanius
1965,COMMERCIAL SECTION, Raymond S. Yaukey,Raymond,S.,Yaukey,Raymond Yaukey
1965,CONSULATE GENERAL, Lahore,Lahore,,,Lahore 
1965,CONSUL GENERAL, Lee E. Metcalfe,Lee,E.,Metcalfe,Lee Metcalfe
1965,ECONOMIC SECTION, Richard C. Scissors,Richard,C.,Scissors,Richard Scissors
1965,DEPUTY CHIEF OF MISSION, Rufus Z. Smitn,Rufus,Z.,Smitn,Rufus Smitn
1965,POLITICAL SECTION, Henry L. Taylor,Henry,L.,Taylor,Henry Taylor
1965,ECONOMIC SECTION, John P. Rourk,John,P.,Rourk,John Rourk
1965,COMMERCIAL SECTION, Frank A. Mau,Frank,A.,Mau,Frank Mau
1965,AID MISSION DIRECTOR, James Megellas,James,,Megellas,James Megellas
1965,AMBASSADOR, William P. Snow,William,P.,Snow,William Snow
1965,DEPUTY CHIEF OF MISSION, Robert C. Brewster,Robert,C.,Brewster,Robert Brewster
1965,POLITICAL SECTION, Maurice J. Gremillion,Maurice,J.,Gremillion,Maurice Gremillion
1965,ECONOMIC SECTION, Benamin R. Moser,Benamin,R.,Moser,Benamin Moser
1965,COMMERCIAL SECTION, Thomas J. Rieert,Thomas,J.,Rieert,Thomas Rieert
1965,AID MISSION DIRECTOR, John P. Wiley,John,P.,Wiley,John Wiley
1965,AMBASSADOR, J. Wesley Jones,Wesley,Wesley,Jones,Wesley Jones
1965,DEPUTY CHIEF OF MISSION, Ernest V. Siracusa,Ernest,V.,Siracusa,Ernest Siracusa
1965,POLITICAL SECTION, James C. Haahr,James,C.,Haahr,James Haahr
1965,ECONOMIC SECTION, Sidney Schmukler,Sidney,,Schmukler,Sidney Schmukler
1965,COMMERCIAL SECTION, John L. Barrett,John,L.,Barrett,John Barrett
1965,AGRICULTURAL ATTACHE, Fred W. Troeqer,Fred,W.,Troeqer,Fred Troeqer
1965,AID MSSION DIRECTOR, Robert E. Culbertson,Robert,E.,Culbertson,Robert Culbertson
1965,AMBASSADOR," William McC. Blair, Jr.",William,McC.,Blair,William Blair
1965,DEPUTY CHIEF OF MISSION, Richard M. Service,Richard,M.,Service,Richard Service
1965,POLITICAL SECTION, Richard E. Usher,Richard,E.,Usher,Richard Usher
1965,ECONOMIC SECTION, Maurice F.W. Taylor,Maurice,F.W.,Taylor,Maurice Taylor
1965,COMMERCIAL SECTION, Joseph Rand,Joseph,,Rand,Joseph Rand
1965,AGRICULTURAL ATTACHE, Lee R. Paramore,Lee,R.,Paramore,Lee Paramore
1965,AID MISSION DIRECTOR, James H. Ingersoll,James,H.,Ingersoll,James Ingersoll
1965,AMBASSADOR, John M. Cabot,John,M.,Cabot,John Cabot
1965,DEPUTY CHIEF OF MISSION," Albert W. Sheret, Jr.",Albert,W.,Sheret,Albert Sheret
1965,POLITICAL SECTION, John D. Scanlon,John,D.,Scanlon,John Scanlon
1965,ECONOMIC SECTION, S. Douglas Martin,Douglas,Douglas,Martin,Douglas Martin
1965,AGRICULTURAL ATTACHE, Roger S. Euler,Roger,S.,Euler,Roger Euler
1965,AMBASSADOR," George W. Anderson, Jr.",George,W.,Anderson,George Anderson
1965,DEPUTY CHIEF OF MISSION, William L. Blue,William,L.,Blue,William Blue
1965,POLITICAL SECTION, Frank J. Devine,Frank,J.,Devine,Frank Devine
1965,ECONOMIC SECTION, John F. Buckle,John,F.,Buckle,John Buckle
1965,COMMERCIAL SECTION, Robert W. Wagner,Robert,W.,Wagner,Robert Wagner
1965,AGRICULTURAL ATTACHE, Larry F. Thomasson,Larry,F.,Thomasson,Larry Thomasson
1965,AMBASSADOR, William A. Crawford,William,A.,Crawford,William Crawford
1965,DEPUTY CHIEF OF MISSION, John P. Shaw,John,P.,Shaw,John Shaw
1965,POLITICAL SECTION, William A. Bell,William,A.,Bell,William Bell
1965,ECONOMIC SECTION, Jack M. Carle,Jack,M.,Carle,Jack Carle
1965,AMBASSADOR, Charles D. Withers,Charles,D.,Withers,Charles Withers
1965,DEPUTY CHIEF OF MISSION, William N. Harben,William,N.,Harben,William Harben
1965,AMBASSADOR, Parker T. Hart,Parker,T.,Hart,Parker Hart
1965,DEPUTY CHIEF OF MISSION, Nicholas G. Thacher,Nicholas,G.,Thacher,Nicholas Thacher
1965,POLITICAL SECTION, Richard W. Murphy,Richard,W.,Murphy,Richard Murphy
1965,ECONOMIC SECTION," Slator C. Blackiston, Jr.",Slator,C.,Blackiston,Slator Blackiston
1965,CONSULATE GENERAL, Dhahran,Dhahran,,,Dhahran 
1965,CONSUL GENERAL, Arthur B. Allen,Arthur,B.,Allen,Arthur Allen
1965,ECONOMIC SECTION, Eugene H. Bird,Eugene,H.,Bird,Eugene Bird
1965,COMMERCIAL SECTION," Thomas J. Carolan, Jr.",Thomas,J.,Carolan,Thomas Carolan
1965,AMBASSADOR, Mercer Cook,Mercer,,Cook,Mercer Cook
1965,DEPUTY CHIEF OF MISSION, John A. McKesson,John,A.,McKesson,John McKesson
1965,POLITICAL SECTION, Donald B. Easum,Donald,B.,Easum,Donald Easum
1965,ECONOMIC SECTION, Charles C. Adams,Charles,C.,Adams,Charles Adams
1965,AMBASSADOR, Andrew V. Corry,Andrew,V.,Corry,Andrew Corry
1965,DEPUTY CHIEF OF MISSION, Donald S. Spigle,Donald,S.,Spigle,Donald Spigle
1965,POLITICAL SECTION, Robert H. Lupton,Robert,H.,Lupton,Robert Lupton
1965,ECONOMIC SECTION, Guido C. Fenzi,Guido,C.,Fenzi,Guido Fenzi
1965,AMBASSADOR," Horace G. Torbert, Jr.",Horace,G.,Torbert,Horace Torbert
1965,DEPUTY CHIEF OF MISSION, Alexander C. Johnpoll,Alexander,C.,Johnpoll,Alexander Johnpoll
1965,POLITICAL SECTION, Francis N. Magliozzi,Francis,N.,Magliozzi,Francis Magliozzi
1965,ECONOMIC SECTION, William T. Sandalls,William,T.,Sandalls,William Sandalls
1965,AID MISSION DIRECTOR, John W. Robinson (Acting),John,W.,Robinson,John Robinson
1965,AMBASSADOR, Joseph C. Satterthwaite,Joseph,C.,Satterthwaite,Joseph Satterthwaite
1965,DEPUTY CHIEF OF MISSION, G. Edward Clark,Edward,Edward,Clark,Edward Clark
1965,POLITICAL SECTION, William H. Witt,William,H.,Witt,William Witt
1965,ECONOMIC SECTION, John Miles,John,,Miles,John Miles
1965,AGRICULTURAL ATTACHE, William J. Edens,William,J.,Edens,William Edens
1965,CONSULATE GENERAL, Cape Town,Cape,,Town,Cape Town
1965,CONSUL GENERAL, Livingston D. Watrous,Livingston,D.,Watrous,Livingston Watrous
1965,ECONOMIC SECTION, James C. Curran,James,C.,Curran,James Curran
1965,CONSULATE GENERAL, Durban,Durban,,,Durban 
1965,CONSUL GENERAL, William D. Toomey,William,D.,Toomey,William Toomey
